ID,area,p_agricole_tot,p_arable,p_grassland,p_forest,p_urban,p_other_land_uses,p_sedimentay,p_igneous,IDPR,annual_specific_runoff,p_waterbody,p_wetland_mediumConf,p_wetland_highConf,p_wetland_veryHighConf,p_not_wetland,bioGeoRegion
1121000,0.014947,30.43478261,30.43478261,0,0,69.56521739,0,0,100,NA,NA,0,0,12.5,87.5,0,atlantic
2107600,0.145081456,100,0,82.55319149,0,0,0,0,100,NA,NA,0,9.677419355,6.451612903,16.12903226,67.74193548,continental
1109500,0.4330195,70.28571429,58.28571429,12,0,29.71428571,7.11e-15,0,100,NA,305,0,0,94.85714286,5.142857143,0,atlantic
5218450,0.467675854,0,0,0,65.36912752,0,34.63087248,0,100,1241,NA,0,0,0,0,100,alpine
5181900,0.467695609,80.91503268,6.274509804,0,17.12418301,1.960784314,0,74.4646137,25.5353863,NA,299,0,22.34042553,1.595744681,23.93617021,52.12765957,atlantic
6180500,0.467696006,100,61.05960265,0,0,0,0,0,100,76,155,0,0,86.09625668,13.90374332,0,mediterranean
5234003,0.467714269,100,100,0,0,0,0,100,0,NA,NA,0,4.324324324,1.621621622,90.81081081,3.243243243,atlantic
5165150,0.467714907,82.19544846,2.677376171,0,0,17.80455154,0,99.29737529,0.702624712,1860,NA,0,0.526315789,11.57894737,13.68421053,74.21052632,atlantic
5162800,0.467717126,70.72847682,70.72847682,0,29.27152318,0,0,4.346010814,95.65398919,NA,NA,0,6.417112299,1.069518717,21.92513369,70.58823529,atlantic
5139200,0.467730994,30.58510638,0,30.58510638,69.41489362,0,0,2.62990658,97.37009342,875,976,0,3.723404255,5.319148936,0,90.95744681,continental
5229250,0.467746593,71.00671141,71.00671141,0,28.99328859,0,0,100,0,1130,NA,0,6.770833333,3.645833333,1.041666667,88.54166667,atlantic
5229100,0.467754431,73.86666667,73.86666667,0,26.13333333,0,0,100,0,NA,242,0,9.042553191,3.723404255,36.70212766,50.53191489,atlantic
6211700,0.467764955,26.97986577,0,26.97986577,72.34899329,0,0.67114094,100,0,1442,NA,0,0,0,0.549450549,99.45054945,mediterranean
5128020,0.467788677,84.77970628,0,84.77970628,15.22029372,0,1.78e-15,0,100,968,NA,0,28.87700535,1.604278075,4.278074866,65.24064171,continental
5127800,0.467791314,91.7989418,0,91.7989418,8.201058201,0,1.78e-15,92.22889954,7.771100462,1100,NA,0,4.6875,2.083333333,4.166666667,89.0625,continental
5126068,0.467793578,52.88590604,0,0,0,47.11409396,0,100,0,NA,496,0,5.347593583,4.278074866,12.29946524,78.07486631,continental
6154660,0.467805764,65.21164021,57.8042328,7.407407407,34.78835979,0,0,0,100,NA,689,0,3.723404255,0.531914894,2.659574468,93.08510638,mediterranean
6106100,0.467840222,48.40425532,0,0,0,38.82978723,12.76595745,0,100,1434,NA,0,25.13368984,12.29946524,0.534759358,62.03208556,mediterranean
6100900,0.467863847,0.796812749,0.796812749,0,55.51128818,28.02124834,15.67065073,0,100,NA,234,0,0.537634409,9.139784946,44.62365591,45.69892473,continental
5042090,0.467872113,71.8328841,0,71.56334232,28.1671159,0,3.55e-15,0,100,NA,NA,0,8.791208791,0,0,91.20879121,continental
5007955,0.467873393,97.7393617,21.27659574,0,2.260638298,0,6.66e-15,0,100,NA,NA,0,20.94240838,35.60209424,26.17801047,17.27748691,atlantic
6580789,0.467887411,24.63576159,0.927152318,0,63.57615894,0,11.78807947,0,100,NA,597,0,8.333333333,29.16666667,18.22916667,44.27083333,continental
6082260,0.467888579,33.60215054,33.60215054,0,47.71505376,18.6827957,7.11e-15,95.72569815,4.274301855,NA,NA,0,4.324324324,50.81081081,34.05405405,10.81081081,continental
5024994,0.467889917,87.94701987,1.324503311,86.62251656,12.05298013,0,0,0,100,NA,NA,0,11.70212766,35.63829787,43.08510638,9.574468085,atlantic
6580766,0.467890829,62.89893617,24.86702128,0,23.40425532,13.69680851,1.78e-15,0,100,1601.5,NA,0,0,9.139784946,83.33333333,7.52688172,continental
4041890,0.467926567,76.29826897,54.86018642,21.43808256,23.70173103,0,0,0,100,1169,NA,0,3.703703704,0,67.1957672,29.1005291,continental
4160190,0.467940713,100,0,62.5,0,0,0,0,100,1654,NA,0,0,50.81081081,49.18918919,0,atlantic
4043300,0.467951663,56.77506775,21.6802168,35.09485095,0,43.22493225,0,0,100,1162,185,0,0,36.55913978,63.44086022,0,continental
4096730,0.467980257,73.60742706,0,73.60742706,26.39257294,0,0,0,100,312,NA,0,8.947368421,20.52631579,44.73684211,25.78947368,atlantic
4150700,0.467981039,100,0,19.2,0,0,0,0,100,2000,NA,0,0,0,100,0,atlantic
6017070,0.467996402,10.87248322,10.87248322,0,0,60.93959732,28.18791946,0,100,NA,314,0,0,6.914893617,93.08510638,0,continental
4102990,0.468017236,0,0,0,0,70.91633466,29.08366534,0,100,NA,NA,0,6.349206349,28.57142857,37.03703704,28.04232804,atlantic
4068010,0.468018019,37.11615487,0,0,0,62.88384513,0,0,100,NA,NA,0,0.534759358,0,19.78609626,79.67914439,atlantic
4068918,0.468025398,39.73154362,0,0,60.26845638,0,0,83.15078694,16.84921306,NA,NA,0,37.23404255,27.12765957,4.787234043,30.85106383,atlantic
4103960,0.468028666,100,100,0,0,0,0,0,100,1525,134,0,0,0,100,0,atlantic
4149350,0.468035295,100,7.209612817,92.79038718,0,0,0,0,100,NA,NA,0,0,0,100,0,atlantic
4052390,0.468038328,86.17449664,84.16107383,2.013422819,13.82550336,0,0,100,0,1865,NA,0,45.45454545,27.27272727,1.069518717,26.20320856,atlantic
6003850,0.468045691,100,34.62566845,9.759358289,0,0,0,0,100,NA,NA,0,2.659574468,7.446808511,13.82978723,76.06382979,continental
6005695,0.468056941,16.6442953,0,16.6442953,83.3557047,0,0,0,100,NA,377,0,6.593406593,4.395604396,0,89.01098901,continental
4210300,0.468077705,24.50331126,0.264900662,1.19205298,0,75.49668874,0,100,0,NA,NA,0,6.914893617,6.382978723,14.36170213,72.34042553,atlantic
2001046,0.468095738,31.73333333,31.73333333,0,35.06666667,33.2,0,0,100,1680,NA,0,0,8.854166667,91.14583333,0,continental
4162958,0.468112034,93.37748344,52.98013245,40.39735099,6.622516556,0,0,100,0,593,NA,0,3.723404255,2.659574468,5.319148936,88.29787234,atlantic
3083450,0.468153065,0,0,0,0,89.29049531,10.70950469,0,100,188,120,0,4.301075269,2.150537634,4.301075269,89.24731183,atlantic
3125000,0.468154432,0,0,0,0,90.45092838,9.549071618,0,100,429,NA,0,27.27272727,5.347593583,3.20855615,64.17112299,atlantic
3108694,0.468157924,61.92411924,20.32520325,0,0,38.07588076,0,0,100,1404,220,0,2.673796791,1.604278075,19.2513369,76.47058824,atlantic
2112150,0.46818199,13.00268097,13.00268097,0,86.99731903,0,0,0,100,666,NA,0,6.315789474,2.631578947,0,91.05263158,continental
3135000,0.468185732,6.451612903,0.134408602,0,17.33870968,71.23655914,4.97311828,0,100,1176,NA,0,14.97326203,5.347593583,3.20855615,76.47058824,atlantic
3165020,0.468193776,50.66312997,31.96286472,18.70026525,13.66047745,35.67639257,0,0,100,NA,195,0,0,52.12765957,47.87234043,0,atlantic
3154000,0.468194363,29.23898531,29.23898531,0,36.58210948,34.17890521,0,0,100,1296,207,0,4.255319149,7.978723404,13.29787234,74.46808511,atlantic
6580437,0.475615187,61.96808511,61.96808511,0,23.00531915,0,15.02659574,100,0,NA,NA,0,25.65445026,3.141361257,28.79581152,42.40837696,mediterranean
3126511,0.475960327,9.549071618,9.549071618,0,0,30.63660477,59.81432361,0,100,NA,NA,0,2.127659574,18.08510638,37.76595745,42.0212766,atlantic
1030500,0.476087717,63.68421053,0,63.68421053,10.26315789,26.05263158,3.55e-15,98.92890268,1.07109732,NA,187,0,0,22.87234043,77.12765957,0,atlantic
1047000,0.476089739,69.64520368,0,52.03679369,0,30.35479632,3.55e-15,100,0,NA,194,0,35.07853403,26.70157068,22.51308901,15.70680628,atlantic
5056850,0.483467979,61.92307692,0,31.79487179,38.07692308,0,7.11e-15,0,100,1038,607,0,0,0,6.18556701,93.81443299,continental
4043500,0.483557477,62.90115533,60.84724005,2.053915276,11.55327343,25.54557125,0,0,100,NA,NA,0,12.88659794,7.216494845,53.60824742,26.28865979,continental
3032959,0.483639878,100,0,63.56589147,0,0,0,0,100,619,NA,0,5.670103093,0,0,94.32989691,continental
3016310,0.483701706,84.41558442,13.37662338,0.649350649,15.58441558,0,1.07e-14,0,100,NA,NA,0,10.21505376,6.989247312,4.838709677,77.95698925,continental
2030350,0.483723267,44.68911917,1.943005181,0,0,55.31088083,0,100,0,NA,24,0,13.91752577,21.64948454,26.80412371,37.62886598,continental
3162900,0.483794094,1.925545571,1.925545571,0,3.337612323,94.73684211,0,0,100,905,NA,0,7.035175879,1.005025126,23.61809045,68.34170854,atlantic
1114500,0.483936999,100,100,0,0,0,0,0,100,NA,NA,0,0,30.89005236,69.10994764,0,atlantic
5234030,0.491084901,100,0,0,0,0,0,0,100,NA,NA,0,16.24365482,6.598984772,0,77.15736041,atlantic
2042555,0.491546853,92.14195184,88.71989861,0,0,7.858048162,1.78e-15,0,100,2000,134,0,0,14.14141414,85.85858586,0,continental
5118795,0.530069414,33.92645314,0,5.931198102,66.07354686,0,1.42e-14,0,100,NA,161,0,2.369668246,4.265402844,0,93.36492891,atlantic
6185500,0.530072697,100,0,0,0,0,0,100,0,NA,169,0,2.34741784,0,0,97.65258216,mediterranean
5165790,0.530077804,100,100,0,0,0,0,59.35172976,40.64827024,NA,107,0,0.966183575,75.36231884,22.70531401,0.966183575,atlantic
5162500,0.530088915,97.64705882,90.82352941,0,0,2.352941176,5.77e-15,100,0,1504,106,0,0,56.60377358,43.39622642,0,atlantic
6185000,0.530094066,17.36028537,0,0,82.63971463,0,0,0,100,1190,NA,0,1.877934272,0,3.286384977,94.83568075,mediterranean
6193800,0.530097398,90.33412888,0,3.102625298,0,0,9.665871122,0,100,1774,NA,0,0,17.22488038,82.77511962,0,mediterranean
6300400,0.530097425,30.88578089,0,0,0,69.11421911,0,0,100,NA,NA,0,45.07042254,33.8028169,20.657277,0.469483568,mediterranean
6115080,0.530170452,4.561403509,0,0,95.43859649,0,0,0,100,NA,446,0,4.245283019,4.245283019,0,91.50943396,mediterranean
5101900,0.53017292,7.647058824,0,0,92.35294118,0,1.42e-14,0,100,NA,236,0,1.886792453,0.943396226,4.245283019,92.9245283,continental
5074700,0.53019678,100,16.35294118,63.05882353,0,0,0,0,100,1856,NA,0,0,0,100,0,atlantic
5184200,0.530249931,8.352941176,0,8.352941176,82,9.647058824,0,0,100,NA,NA,0,0,7.582938389,92.41706161,0,atlantic
4158860,0.530339915,53.08788599,15.08313539,0,0,46.91211401,0,0,100,753,562,0,7.511737089,12.20657277,18.77934272,61.50234742,atlantic
4063530,0.530371238,100,57.5,42.5,0,0,0,0,100,NA,156,0,0.483091787,4.830917874,0,94.68599034,atlantic
4044700,0.53037938,67.97619048,0,67.97619048,0,27.85714286,4.166666667,0,100,1768,NA,0,8.695652174,27.0531401,23.1884058,41.06280193,continental
4026020,0.530391902,100,0,46.62721893,0,0,0,0,100,1092,NA,0,5.164319249,22.0657277,31.92488263,40.84507042,continental
3036214,0.530479329,70.72599532,43.79391101,26.93208431,0,29.27400468,0,100,0,773,NA,10.8490566,3.773584906,24.05660377,43.86792453,17.45283019,continental
4162300,0.530521726,100,52.11764706,30.94117647,0,0,1.42e-14,0,100,708,253,0,4.694835681,9.85915493,17.84037559,67.6056338,atlantic
2036500,0.530540507,0,0,0,0,100,0,0,100,942,NA,0,10.3286385,53.99061033,19.24882629,16.43192488,continental
2036260,0.530542716,32.31850117,0,32.31850117,0,67.68149883,0,63.81756838,36.18243162,NA,55,0,20.09345794,20.09345794,23.8317757,35.98130841,continental
3063650,0.530557462,0,0,0,21.43698469,62.77974087,15.78327444,0,100,NA,75,0,21.69811321,16.50943396,8.490566038,53.30188679,atlantic
2096750,0.530573655,19.04761905,0,19.04761905,80.95238095,0,0,100,0,NA,360,0,4.390243902,10.73170732,5.365853659,79.51219512,continental
3149166,0.530629501,100,38.6068477,27.39079103,0,0,0,0,100,383,359,0,3.773584906,7.547169811,23.11320755,65.56603774,continental
2117000,0.530647163,76.7251462,13.80116959,62.92397661,20.58479532,2.69005848,0,0,100,NA,389.5,0,0.476190476,4.761904762,8.095238095,86.66666667,continental
1109300,0.530776789,0,0,0,0,100,0,0,100,1235,NA,0,37.32718894,10.13824885,0,52.53456221,atlantic
5106310,0.537890703,68.72093023,0,63.02325581,31.27906977,0,0,100,0,NA,194,0,2.790697674,3.255813953,0,93.95348837,atlantic
6190900,0.537895089,100,4.307334109,0,0,0,0,0,100,NA,NA,0,5.714285714,56.19047619,38.0952381,0,mediterranean
6590550,0.538091204,2.920560748,0,0,97.07943925,0,0,0,100,NA,584,0,0,21.59624413,72.76995305,5.633802817,continental
5000246,0.545908011,87.93103448,66.32183908,0,12.06896552,0,1.78e-15,0,100,941,NA,0,7.981220657,6.572769953,16.90140845,68.54460094,atlantic
4015380,0.545922129,100,0,100,0,0,0,0,100,NA,188,0,17.35159817,8.219178082,2.283105023,72.14611872,continental
4096500,0.545954337,82.95964126,36.21076233,0,17.04035874,0,0,0,100,NA,NA,0,0.454545455,1.818181818,5.454545455,92.27272727,atlantic
1112100,0.580773812,100,100,0,0,0,0,0,100,NA,NA,0,0,20.86956522,79.13043478,0,atlantic
5170750,0.59242473,90.6512605,60.29411765,0,0,9.348739496,7.11e-15,100,0,NA,167,0.840336134,7.142857143,23.1092437,40.33613445,28.57142857,atlantic
5129160,0.592489316,42.17118998,0,0,0,57.82881002,0,100,0,NA,73,0,24.78991597,8.403361345,0,66.80672269,atlantic
5073800,0.592587439,97.87460149,59.40488842,38.04463337,0,2.125398512,0,0,100,1697,NA,0,0,62.23175966,37.76824034,0,atlantic
5096480,0.592594579,66.35120925,0,7.465825447,33.64879075,0,0,0,100,725,473,0,1.673640167,0,3.765690377,94.56066946,continental
4009995,0.592667592,55.72033898,41.52542373,14.19491525,0,0,44.27966102,84.45845746,15.54154254,1006,193,31.38075314,1.255230126,14.22594142,51.0460251,2.092050209,continental
4078800,0.592676751,73.81203801,0,28.72228089,0,26.18796199,0,0,100,1162,462,0,4.721030043,5.579399142,1.287553648,88.41201717,continental
5006100,0.592705695,96.08050847,83.68644068,0,0,3.919491525,0,0.521490939,99.47850906,NA,440,0,12.5,13.79310345,19.82758621,53.87931034,atlantic
4101990,0.59280378,98.30866808,59.30232558,0,0,1.691331924,0,0,100,983,NA,0,29.41176471,7.983193277,10.50420168,52.10084034,atlantic
6012300,0.59282402,51.54419595,51.54419595,0,0,48.45580405,0,60.25228439,39.74771561,1791,NA,0,17.24137931,9.913793103,16.81034483,56.03448276,continental
4209995,0.592893134,100,37.86919831,1.054852321,0,0,0,100,0,NA,NA,0,11.34453782,21.00840336,7.142857143,60.50420168,atlantic
2056200,0.592956495,69.4092827,13.92405063,41.7721519,13.18565401,17.40506329,3.55e-15,0,100,930,460,0,10.54852321,8.016877637,1.265822785,80.16877637,continental
3166050,0.593030194,30.56722689,30.56722689,0,43.90756303,9.663865546,15.86134454,0,100,1350,NA,10.08403361,0,8.403361345,11.76470588,69.74789916,atlantic
3149630,0.593055605,69.73544974,16.19047619,39.89417989,30.26455026,0,0,0,100,NA,NA,0,1.680672269,12.18487395,52.94117647,33.19327731,continental
1108000,0.59321912,61.70886076,21.62447257,40.08438819,0,38.29113924,7.11e-15,0,100,753.5,NA,0,25.6302521,43.27731092,7.56302521,23.52941176,atlantic
5231390,0.600270042,53.54166667,53.54166667,0,16.04166667,30.41666667,3.55e-15,80.77959999,19.22040001,NA,345,0,1.244813278,56.01659751,24.4813278,18.25726141,atlantic
6050820,0.600509204,100,66.97626419,3.611971104,0,0,0,68.29470381,31.70529619,NA,206,0,58.84773663,16.04938272,0,25.10288066,continental
2081100,0.60079252,71.72557173,50.1039501,21.62162162,28.27442827,0,1.42e-14,100,0,1277,NA,0,6.22406639,5.809128631,4.564315353,83.40248963,continental
5200140,0.608001539,6.735751295,0,6.735751295,93.2642487,0,1.42e-14,100,0,1238,1433,0,5.042016807,0.840336134,0,94.11764706,atlantic
6209970,0.608053675,0,0,0,65.07614213,34.92385787,0,0,100,1427,353,0,8.571428571,0,0,91.42857143,mediterranean
5105950,0.608081413,100,0,0,0,0,0,100,0,NA,168,0,3.361344538,4.621848739,0,92.01680672,atlantic
4006500,0.608226928,5.894519131,0,5.894519131,81.28231644,12.82316443,8.88e-15,0,100,NA,397,0,2.892561983,0,0,97.10743802,continental
6580502,0.608273372,93.29205366,93.29205366,0,0,6.707946336,0,0,100,1578,NA,0,2.978723404,63.40425532,15.31914894,18.29787234,continental
4013700,0.608294921,100,0,100,0,0,0,0,100,384,NA,0,33.19502075,39.8340249,11.2033195,15.76763485,continental
4104350,0.608443995,32.57497415,1.96483971,30.61013444,7.962771458,59.4622544,0,0,100,NA,124,0,0.416666667,30,37.91666667,31.66666667,atlantic
6007000,0.608459841,72.62512768,0,67.21144025,16.03677222,11.3381001,0,100,0,1127,NA,0,11.8852459,4.098360656,16.80327869,67.21311475,continental
3277658,0.608667792,71.66324435,40.75975359,18.89117043,24.22997947,4.106776181,0,0,100,1705.5,NA,0,5.349794239,16.04938272,54.73251029,23.86831276,atlantic
5173350,0.654737455,14.10628019,0,0,85.89371981,0,0,51.57064,48.42936,1957,NA,0,0,0,2.33463035,97.66536965,alpine
5215120,0.654784838,83.15889629,37.10751665,40.62797336,4.376784015,12.4643197,1.78e-15,100,0,NA,NA,0,19.31818182,32.57575758,16.66666667,31.43939394,atlantic
5232980,0.6548286,100,46.1026616,15.77946768,0,0,0,100,0,NA,299,0,12.74131274,10.42471042,1.158301158,75.67567568,atlantic
5154280,0.654863387,80.97982709,79.0585975,0,6.916426513,12.1037464,0,100,0,NA,68,0,11.92307692,21.15384615,26.53846154,40.38461538,atlantic
5077350,0.654905596,0,0,0,100,0,0,100,0,NA,243,0,7.307692308,13.46153846,0,79.23076923,atlantic
5074900,0.654937818,30.83491461,0,30.83491461,55.21821632,13.94686907,0,100,0,497,239,0,4.942965779,5.323193916,3.802281369,85.93155894,atlantic
5064750,0.654964422,64.10984848,0,64.10984848,0,35.89015152,0,100,0,1234,712,0,0,0,25.85551331,74.14448669,continental
4027920,0.65501255,100,81.02955195,18.97044805,0,0,0,0,100,1048,58,0,0.760456274,0,44.86692015,54.37262357,continental
4030025,0.655035862,49.7598463,0,35.8309318,50.2401537,0,7.11e-15,0,100,1529,NA,0.78125,2.734375,3.515625,4.6875,88.28125,continental
5000115,0.655065213,100,0,100,0,0,0,0,100,1945,233,0,0,32.1969697,67.8030303,0,atlantic
4041850,0.65509535,94.48144624,14.55756422,61.75071361,5.518553758,0,6.22e-15,0,100,1626,128,0,16.66666667,7.196969697,17.04545455,59.09090909,continental
6084000,0.655166589,15.2173913,6.899810964,8.31758034,84.7826087,0,0,0,100,NA,985,0,1.140684411,0.760456274,1.901140684,96.19771863,continental
3020000,0.655374462,98.57006673,89.03717827,0,1.42993327,0,3.55e-15,12.42194532,87.57805468,516,NA,0,19.85018727,6.741573034,1.872659176,71.53558052,continental
3276988,0.655480574,100,81.72248804,18.27751196,0,0,1.42e-14,0,100,1452,301,0,8.745247148,7.984790875,33.84030418,49.42965779,continental
3073350,0.663193126,0,0,0,0,100,0,0,100,557,90,0,4.135338346,6.766917293,2.255639098,86.84210526,atlantic
2043690,0.663195543,97.9245283,84.43396226,13.49056604,0,2.075471698,1.15e-14,41.79671566,58.20328434,1337,NA,0,7.894736842,0.37593985,6.390977444,85.33834586,continental
3153000,0.66326962,50.83798883,50.83798883,0,31.19180633,17.97020484,3.55e-15,0,100,968,149,0,9.259259259,3.703703704,2.222222222,84.81481481,atlantic
5095150,0.6705149,24.25093633,16.47940075,7.771535581,75.74906367,0,0,100,0,1632,NA,0,5.283018868,1.886792453,3.773584906,89.05660377,continental
6080975,0.670633155,45.56603774,0,0,39.05660377,15.37735849,1.78e-15,100,0,1019,NA,0,1.84501845,0,0,98.15498155,continental
2094800,0.678889753,100,42.73972603,27.03196347,0,0,0,0,100,1121,NA,0,4.044117647,5.882352941,0,90.07352941,continental
5220920,0.71716596,85.53900088,82.20858896,0,0,14.46099912,7.11e-15,100,0,NA,NA,0,69.31034483,6.551724138,0,24.13793103,atlantic
5139330,0.717203888,95.45056868,0,24.49693788,4.549431321,0,2.66e-15,100,0,1561,654,0,0.35335689,0,2.473498233,97.17314488,continental
6710043,0.717238511,22.10526316,0,0,15.0877193,49.03508772,13.77192982,0,100,1330,NA,0,10.63829787,37.58865248,25.17730496,26.59574468,mediterranean
5092975,0.717295647,86.25218914,0,86.25218914,13.74781086,0,0,0,100,1160,NA,0,2.097902098,2.447552448,5.944055944,89.51048951,continental
5073100,0.717344938,93.98430689,21.8831735,40.80209241,0,6.015693112,0,0,100,NA,197,1.736111111,0,1.736111111,91.31944444,5.208333333,atlantic
5022250,0.717459909,100,79.7556719,1.832460733,0,0,0,0,100,295,NA,0,0.694444444,0,1.388888889,97.91666667,atlantic
4057725,0.717490207,100,0,100,0,0,0,0,100,NA,336,0,2.456140351,3.859649123,17.54385965,76.14035088,continental
4160170,0.717509913,45.256745,0,21.14882507,54.743255,0,0,0,100,NA,377,0,0,12.15277778,87.84722222,0,atlantic
4146650,0.717642691,26.43478261,19.13043478,7.304347826,34.86956522,0,38.69565217,0,100,1803,NA,30.66202091,0.696864111,0,59.93031359,8.710801394,atlantic
4051780,0.717686889,69.13043478,55.30434783,0,0,30.86956522,7.11e-15,17.90719862,82.09280138,1790,118,0,27.5261324,8.362369338,13.58885017,50.52264808,atlantic
2022650,0.717739854,100,100,0,0,0,0,0,100,1988,NA,0,5.405405405,20.94594595,67.22972973,6.418918919,continental
4167855,0.717763192,43.19167389,0.520381613,20.29488291,3.81613183,52.99219428,7.11e-15,1.652617943,98.34738206,1787,229,0,4.529616725,4.529616725,5.226480836,85.71428571,atlantic
3069000,0.717786411,58.12937063,58.12937063,0,0.34965035,32.86713287,8.653846154,0,100,1228,118,2.807017544,2.105263158,0.350877193,6.666666667,88.07017544,atlantic
3103370,0.717836255,67.77003484,67.77003484,0,20.47038328,11.75958188,0,0,100,NA,162.5,0,7.01754386,14.03508772,17.89473684,61.05263158,continental
2123550,0.717992708,51.94468453,2.852203976,49.09248055,48.05531547,0,0,100,0,1058,483,0,8.620689655,13.10344828,17.24137931,61.03448276,continental
6580819,0.725227732,13.39671564,1.123595506,0,27.31201383,47.01815039,12.27312014,0,100,NA,718,0,7.317073171,16.37630662,34.49477352,41.81184669,alpine
4160400,0.725309806,95.96566524,44.12017167,17.85407725,0,4.034334764,9.77e-15,0,100,1389,285,0,0,35.73883162,64.26116838,0,atlantic
5237100,0.732746283,83.4625323,11.97243755,22.82515073,16.5374677,0,0,100,0,NA,NA,0,7.094594595,0.337837838,1.351351351,91.21621622,atlantic
3012100,0.733381501,70.91531223,70.91531223,0,26.17621899,2.908468777,0,100,0,1508,106,0,5.902777778,11.11111111,45.48611111,37.5,continental
5234018,0.779541256,99.92,99.92,0,0.08,0,0,16.35974046,83.64025954,722,147,0,0,78.84615385,21.15384615,0,atlantic
5108050,0.77959604,100,58.17307692,0,0,0,0,54.80580514,45.19419486,1831,169,0,6.666666667,6.031746032,0.317460317,86.98412698,atlantic
4015040,0.779902106,88.48,0,41.04,11.52,0,0,0,100,1490,330,0,5.769230769,5.448717949,0,88.78205128,continental
4092050,0.779953667,87.28881738,0,18.74497184,0,12.71118262,1.42e-14,0,100,1247,NA,0,19.80830671,17.8913738,4.153354633,58.14696486,atlantic
4024520,0.779989704,49.87971131,0,17.56214916,50.12028869,0,0,0,100,664,323,0,0.651465798,0.651465798,2.280130293,96.41693811,continental
6016940,0.780015017,82.70916335,82.5498008,0.15936255,8.446215139,8.844621514,0,100,0,1754,NA,0,15.01597444,15.33546326,55.2715655,14.37699681,continental
4051125,0.780102824,37.64044944,37.64044944,0,62.35955056,0,0,100,0,NA,138,0,40.83601286,23.1511254,11.5755627,24.43729904,atlantic
3189395,0.780209211,76.27118644,76.27118644,0,23.72881356,0,0,0,100,NA,92,0,1.294498382,0.647249191,4.854368932,93.2038835,atlantic
5175300,0.787297091,79.41640379,0,0,20.58359621,0,7.11e-15,0,100,1077,169,0,4.388714734,2.194357367,0,93.4169279,atlantic
4141295,0.787800496,100,50.07886435,0,0,0,0,0,100,1187,262,0,3.761755486,3.448275862,2.194357367,90.59561129,atlantic
5235070,0.795091185,50.19607843,0,37.33333333,46.58823529,3.215686275,0,100,0,NA,292,0,15.625,0.625,24.375,59.375,atlantic
5096050,0.795285263,90.58823529,0,90.58823529,0,9.411764706,0,0,100,NA,751,0,2.866242038,0,6.369426752,90.76433121,continental
4057880,0.795483367,70.5743509,0,70.5743509,24.15420928,5.271439811,8.88e-15,0,100,1399,NA,0,0.313479624,4.702194357,1.253918495,93.73040752,continental
4108710,0.795680073,96.56518345,75.95628415,20.6088993,3.43481655,0,7.11e-15,58.00958859,41.99041141,400,NA,0,14.64174455,0.934579439,0,84.42367601,atlantic
1001148,0.82204681,40.42715484,0,14.64530892,0,0,59.57284516,0,100,884,187,1.506024096,0.602409639,18.6746988,78.01204819,1.204819277,atlantic
5137050,0.841906689,55.9970015,0,0,44.0029985,0,7.11e-15,0,100,823,1110,0,4.437869822,0.295857988,0,95.26627219,mediterranean
4173390,0.84265733,62.47207744,2.457185406,0,3.648548027,33.87937453,7.11e-15,0,100,1133,261,0,12.72189349,13.90532544,4.733727811,68.63905325,atlantic
3130490,0.84280775,78.58736059,78.14126394,0.446096654,0,21.41263941,0,0,100,NA,265,0,2.366863905,3.846153846,7.98816568,85.79881657,atlantic
2019500,0.850353846,77.43362832,0,0,0,22.56637168,3.55e-15,69.77673937,30.22326063,975,90,0,29.44606414,56.55976676,12.24489796,1.749271137,continental
3119000,0.850473751,15.44172235,12.91759465,2.524127691,7.869339272,76.68893838,0,0,100,1232,146,0,3.216374269,12.86549708,8.187134503,75.73099415,atlantic
6117720,0.857587174,94.67153285,0,0,5.328467153,0,0,100,0,522,200,0,42.52199413,13.7829912,25.80645161,17.88856305,mediterranean
5056900,0.857784014,71.11597374,0,71.11597374,28.88402626,0,0,0,100,1298,743,0,8.211143695,3.812316716,7.038123167,80.93841642,continental
6180880,0.904242765,100,38.58431645,0,0,0,0,100,0,1076,159,0,3.611111111,6.111111111,0.555555556,89.72222222,atlantic
6178014,0.9042452,100,8.933518006,0,0,0,0,100,0,1455,NA,0,5.113636364,15.34090909,15.90909091,63.63636364,mediterranean
6131910,0.904287673,70.30048917,43.04682041,0,0,0,29.69951083,0,100,1340,NA,0,17.3553719,59.77961433,9.641873278,13.2231405,mediterranean
5231900,0.90429358,36.97011814,36.97011814,0,63.02988186,0,0,0,100,1713,347,0,5.849582173,23.95543175,41.22562674,28.96935933,atlantic
5042095,0.90455687,66.48275862,0,65.5862069,33.51724138,0,0,0,100,NA,484,0,3.287671233,3.561643836,2.191780822,90.95890411,continental
6425800,0.904871638,39.13639479,0,29.12954078,49.1432488,11.72035641,0,100,0,NA,486,0,4.132231405,6.887052342,11.57024793,77.41046832,continental
4052725,0.904899734,17.43625086,0,0,82.56374914,0,0,39.80051895,60.19948105,1273,139,0,4.419889503,47.23756906,46.96132597,1.38121547,atlantic
2055580,0.90503284,61.51724138,29.65517241,31.86206897,18.82758621,14.89655172,4.75862069,0,100,901,440,0,4.166666667,18.33333333,5.833333333,71.66666667,continental
2114250,0.905196212,98.47750865,39.10034602,49.34256055,0,1.522491349,3.77e-15,0,100,912,381,0,1.648351648,1.373626374,1.373626374,95.6043956,continental
3277728,0.905201528,75.51724138,41.44827586,29.31034483,2.413793103,22.06896552,0,0,100,988,189,0,4.696132597,19.06077348,12.70718232,63.5359116,atlantic
